"","cue","coverage","H","unknown","xR2","xR3","N"
"8936","required",86.3468634686347,4.11828449014303,2,3,17,300
"8937","requirement",84.8249027237354,4.06059512766163,5,9,10,300
"8938","reschedule",84.5849802371542,4.05643246437279,3,11,16,300
"8939","rescue",88.6986301369863,4.02956617403406,0,1,6,300
"8940","research",90.4436860068259,4.40148684958353,0,2,3,300
"8941","researcher",89.5833333333333,4.32010122860548,0,2,8,300
"8942","resemble",77.4074074074074,3.98436761739959,2,1,22,300
"8943","resentment",85.6,4.14335106098081,5,14,7,300
"8944","reservation",87.3684210526316,4.16785149761269,1,2,8,300
"8945","reserve",91.3494809688581,4.29730914143023,1,1,6,300
"8946","reserved",86.6438356164384,4.05099693629324,1,0,5,300
"8947","reset",77.9359430604982,4.0826809824161,0,3,13,300
"8948","reside",95.9558823529412,3.16677941949666,5,3,7,300
"8949","residence",91.0344827586207,3.22482057948198,0,2,6,300
"8950","resident",85.6643356643357,4.25476763549264,0,3,8,300
"8951","resign",90.8127208480565,3.75769763661071,1,0,14,300
"8952","resignation",85.5513307984791,4.11284219428949,1,7,20,300
"8953","resilience",82.9959514170041,4.43322967788528,4,15,11,300
"8954","resilient",86.3970588235294,4.03257069192375,3,5,9,300
"8955","resin",91.6317991631799,3.93240401545889,10,12,7,300
"8956","resist",91.1971830985916,4.50296340227385,2,0,10,300
"8957","resistance",90.1060070671378,4.55008199146709,1,3,8,300
"8958","resistant",83.2,4.63931546744677,2,16,12,300
"8959","resolution",83.1578947368421,4.53817618200751,2,1,7,300
"8960","resolve",90.6474820143885,4.48835729708164,3,2,9,300
"8961","resort",91.4965986394558,3.69404009324088,0,1,4,300
"8962","resource",91.8149466192171,4.72337822815705,3,1,8,300
"8963","resourceful",85.036496350365,4.41993518677182,0,7,12,300
"8964","resources",87.8472222222222,4.6659620636784,0,4,4,300
"8965","respect",85.7664233576642,4.55153082358546,0,7,12,300
"8966","respected",74.1258741258741,4.85482431999272,1,3,5,300
"8967","respectful",89.0909090909091,4.60710685614389,1,5,12,300
"8968","respiration",87.7697841726619,3.81324327381782,3,2,9,300
"8969","respond",90.1098901098901,3.80154167078214,2,5,11,300
"8970","response",89.811320754717,3.84464576937514,3,8,10,300
"8971","responsibility",89.9253731343284,4.82153122167075,3,6,11,300
"8972","responsible",88.5017421602787,4.65041243132674,0,3,7,300
"8973","responsive",85.4014598540146,4.78596004232568,3,4,9,300
"8974","rest",92.2558922558923,3.86715879915202,0,0,3,300
"8975","restart",80.3703703703704,4.20774189790819,2,5,14,300
"8976","restaurant",91.0034602076124,3.85900856179334,1,1,6,300
"8977","resting",87.7256317689531,4.02476536563842,1,4,12,300
"8978","restless",83.6363636363636,4.37988714774825,0,8,9,300
"8979","restore",83.1417624521073,4.47503652995614,6,6,9,300
"8980","restrain",88.1481481481482,4.26557144459655,5,4,7,300
"8981","restraint",77.536231884058,4.6129060187654,4,2,8,300
"8982","restrict",87.0629370629371,4.74019428448821,0,3,8,300
"8983","restricted",70.6766917293233,4.65246924353946,1,8,15,300
"8984","restriction",85.0694444444444,4.72046118775124,3,0,3,300
"8985","restrictive",78.5454545454545,4.66540313650601,1,9,4,300
"8986","restroom",88.2758620689655,3.4589691325599,1,2,3,300
"8987","result",93.9068100358423,4.21399457631309,1,4,10,300
"8988","results",87.9120879120879,4.39331342301836,1,6,12,300
"8989","resume",82.5,3.98588899142879,1,2,13,300
"8990","resurrection",82.7956989247312,3.89069817865269,1,4,10,300
"8991","retail",90.9722222222222,3.8219899215766,0,3,6,300
"8992","retain",96.6666666666667,3.5697424685205,2,5,14,300
"8993","retainer",90.1060070671378,3.71580681290929,3,3,2,300
"8994","retaliation",84.5528455284553,4.03146017920472,8,8,14,300
"8995","retarded",81.3380281690141,4.19032839069684,0,4,8,300
"8996","retina",84.4357976653696,3.29161845188347,1,17,6,300
"8997","retire",90.0343642611684,4.03693834574123,0,2,5,300
"8998","retired",87.8048780487805,4.304192109119,0,2,9,300
"8999","retirement",90.8450704225352,4.07868663536252,0,4,8,300
"9000","retreat",83.5125448028674,4.65728983785865,3,3,6,300
"9001","retribution",83.4008097165992,4.06573399497132,10,6,11,300
"9002","retrieve",87.9432624113475,3.4876294462307,1,2,11,300
"9003","retro",83.2752613240418,4.25376065115233,2,2,3,300
"9004","retrospect",78.125,3.7986654174764,4,8,16,300
"9005","return",76.1245674740484,4.45407866580552,0,3,5,300
"9006","reunion",89.9305555555556,3.88751055791502,0,4,4,300
"9007","reuse",84.6428571428571,3.89421890811458,1,3,11,300
"9008","reveal",89.5522388059701,4.10610634484829,5,3,11,300
"9009","revelation",75.9450171821306,4.37604688724408,1,1,4,300
"9010","revenge",83.0388692579505,4.52189189423187,3,1,6,300
"9011","revenue",92.6829268292683,3.56923604707238,1,2,6,300
"9012","revered",61.2,4.11590283622057,9,6,11,300
"9013","reverend",86.1818181818182,3.72685528479256,4,3,7,300
"9014","reverse",89.3772893772894,3.8614713712585,1,6,12,300
"9015","review",85.4014598540146,4.60987185797842,1,6,11,300
"9016","reviewer",84.7517730496454,4.48013810268259,1,3,9,300
"9017","revise",80.4123711340206,4.21251272381609,0,2,5,300
"9018","revival",79.5847750865052,4.72794766139905,0,2,7,300
"9019","revolt",84.0740740740741,4.08877083784632,7,1,7,300
"9020","revolting",83.3333333333333,3.95362694328411,2,8,14,300
"9021","revolution",87.4564459930314,4.66732800135754,1,2,6,300
"9022","revolutionary",78.9090909090909,4.51509024606886,0,7,11,300
"9023","revolve",94.8905109489051,3.31063899454282,5,2,7,300
"9024","revolver",85.6140350877193,3.5387348874128,0,6,3,300
"9025","reward",92.1146953405018,4.28496441275974,2,4,7,300
"9026","rewarding",81.6479400749064,4.46173644732157,0,10,13,300
"9027","rhapsody",81.5261044176707,3.56504076235854,5,12,12,300
"9028","rhino",91.8088737201365,3.59304522479655,0,2,3,300
"9029","rhinoceros",92.3611111111111,3.49885592124045,0,5,2,300
"9030","Rhode Island",80.9128630705394,4.05188024436344,8,13,9,300
"9031","rhubarb",92.5373134328358,3.79406236382421,7,0,11,300
"9032","rhyme",88.0701754385965,3.8532986821736,1,2,8,300
"9033","rhythm",92.9292929292929,3.40002936071988,0,0,3,300
"9034","rhythmic",85.121107266436,3.88536116610296,0,3,5,300
"9035","rib",89.7959183673469,3.91252035644855,1,0,3,300
"9036","ribbon",93.7282229965157,4.09381536965672,2,0,7,300
"9037","ribcage",87.3239436619718,3.68021146419736,0,3,10,300
"9038","ribs",89.9653979238754,4.09953298269341,2,0,5,300
"9039","rice",94.5945945945946,4.06308502133591,1,0,1,300
"9040","rich",92.3611111111111,4.06923282910281,1,2,5,300
"9041","riches",82.0069204152249,3.56930857515523,2,0,5,300
"9042","richness",82.7586206896552,4.2178147227748,3,8,14,300
"9043","rid",86.0215053763441,4.5152177417114,2,4,7,300
"9044","riddle",86.9415807560137,3.90446046535441,2,0,3,300
"9045","ride",91.0714285714286,3.69548738557716,2,3,8,300
"9046","rider",91.9298245614035,3.83903875246764,1,2,8,300
"9047","ridicule",89.9641577060932,4.13996523507252,1,5,8,300
"9048","ridiculous",83.5087719298246,4.0128095932337,1,2,8,300
"9049","riding",90.625,3.73163212592388,1,2,5,300
"9050","rifle",83.7931034482759,3.84767531694557,3,0,1,300
"9051","rift",91.2087912087912,4.08577061334555,7,1,4,300
"9052","right",93.5374149659864,3.21592664726121,0,1,4,300
"9053","righteous",87.2659176029963,4.54548578131628,5,3,12,300
"9054","righteousness",84.3283582089552,4.68538864835423,3,7,9,300
"9055","rights",63.9285714285714,4.2579701677388,3,3,5,300
"9056","rigid",85.9649122807018,4.02916975661013,0,3,9,300
"9057","rim",90.7801418439716,3.98437902566722,4,0,6,300
"9058","rind",96.2025316455696,3.43910659676185,15,6,6,300
"9059","ring",93.8983050847458,3.6658374109299,0,1,3,300
"9060","ringing",87.8676470588235,3.21350963305144,1,6,13,300
"9061","rings",88.8111888111888,3.98935998062121,0,3,8,300
"9062","rinse",93.1654676258993,3.54616814940787,0,8,6,300
"9063","riot",84.3537414965986,4.70591867131842,1,1,1,300
"9064","rip",90.4255319148936,3.6530969897693,0,5,8,300
"9065","ripe",93.9929328621908,3.80851045977948,1,3,8,300
"9066","ripped",83.3333333333333,4.01328466634212,4,2,8,300
"9067","rise",89.6907216494845,4.12545129099085,1,0,6,300
"9068","rising",80.5054151624549,4.1061924150375,0,8,7,300
"9069","risk",92.4187725631769,4.28140992455401,2,6,5,300
"9070","risky",90.4929577464789,4.14658652104215,1,4,5,300
"9071","rite",92.7480916030534,3.5740997318735,6,5,10,300
"9072","ritual",91.4089347079038,4.5003211822336,0,1,7,300
"9073","ritzy",80.7692307692308,3.92443362338309,16,6,6,300
"9074","rival",91.6083916083916,3.91633488272394,0,1,12,300
"9075","rivalry",88.3161512027491,4.22100526921368,1,0,6,300
"9076","river",86.1952861952862,4.0396314380302,0,0,3,300
"9077","roach",94.2748091603053,3.7914486324523,4,10,6,300
"9078","road",93.6241610738255,4.13654168281356,0,0,2,300
"9079","roadblock",88.4476534296029,4.24391108722875,0,7,9,300
"9080","roadkill",86.9402985074627,4.26057185149223,1,10,9,300
"9081","roads",76.9759450171821,4.38867458632321,1,1,4,300
"9082","road trip",87.7551020408163,4.13869591747644,0,2,2,300
"9083","roadway",91.0344827586207,3.89717674054322,1,2,3,300
"9084","roam",91.1347517730496,3.99750886961109,1,3,9,300
"9085","roar",91.3669064748201,3.38113671128068,1,6,7,300
"9086","roast",92.7586206896552,3.87420897143861,1,1,5,300
"9087","roast beef",81.2056737588652,4.3184133722604,1,4,7,300
"9088","roasted",85.2739726027397,4.01989971020963,0,2,4,300
"9089","roasting",88.3161512027491,4.04778437459568,1,1,4,300
"9090","rob",85.7142857142857,3.78612244292231,0,2,9,300
"9091","robber",84.8591549295775,3.91260250086438,2,3,4,300
"9092","robbers",65.4929577464789,3.92579925254489,0,2,12,300
"9093","robbery",89.4557823129252,4.17473786346432,0,1,4,300
"9094","robbing",84.1509433962264,4.11626437622476,3,9,8,300
"9095","robe",84.9122807017544,4.47085010524255,2,2,5,300
"9096","Robert",66.530612244898,4.01482489662081,2,17,15,300
"9097","robes",73.7037037037037,4.77128466973395,4,6,6,300
"9098","robin",88.5813148788927,3.32837913271176,3,1,0,300
"9099","Robin Hood",67.9054054054054,4.30798233106978,0,1,2,300
"9100","robot",72.6315789473684,4.5418106052419,1,4,4,300
"9101","robotics",68.6832740213523,4.38093641129463,0,6,7,300
"9102","robust",89.3617021276596,4.27072641716709,0,5,8,300
"9103","rock",90.0684931506849,4.05398111532559,0,1,6,300
"9104","rocker",83.6879432624114,3.90744252764942,1,4,7,300
"9105","rocket",90.8474576271186,3.96501385868249,0,0,5,300
"9106","rocking",93.1818181818182,3.44094609251645,1,8,17,300
"9107","rocking chair",89.0459363957597,4.27125576391046,2,2,7,300
"9108","rocks",86.5319865319865,4.45573506884566,0,0,3,300
"9109","rocky",83.1578947368421,3.86851174937718,2,2,5,300
"9110","rod",89.4927536231884,4.11033952816842,3,3,9,300
"9111","rodent",94.8453608247423,3.25716967202209,2,1,1,300
"9112","rodents",84.9122807017544,3.19625018261214,4,0,3,300
"9113","rodeo",85.958904109589,3.49872817493564,0,3,2,300
"9114","Roger",72.9838709677419,4.29090289546056,2,15,16,300
"9115","rogue",76.4705882352941,5.03390559194745,8,1,2,300
"9116","role",91.6376306620209,3.75365358921863,0,1,11,300
"9117","role model",88.7218045112782,4.47581501087424,0,12,10,300
"9118","roll",86.159169550173,4.1490112526436,0,3,5,300
"9119","roller",85.5670103092783,3.89551473514234,0,2,5,300
"9120","roller coaster",78.9115646258503,4.3851831904286,0,1,4,300
"9121","rolling",85.6088560885609,4.01701648005354,1,9,8,300
"9122","rolls",81.25,4.20631161473749,3,12,11,300
"9123","Roman",84.5360824742268,4.30041113283741,0,1,7,300
"9124","romance",92.4914675767918,3.77643817458238,0,3,1,300
"9125","Romans",58.3038869257951,4.4011796011355,1,4,6,300
"9126","romantic",93.5374149659864,4.25433789864982,0,2,2,300
"9127","Rome",74.8275862068966,3.99060292455298,1,0,7,300
"9128","roof",93.4931506849315,3.82346302927054,0,1,6,300
"9129","rook",95.4954954954955,3.23593553728894,14,12,12,300
"9130","rookie",89.0977443609023,3.8460458545885,6,5,6,300
"9131","room",91.5540540540541,4.09680894516159,1,0,1,300
"9132","roommate",82.1305841924399,4.28281539632756,2,0,3,300
"9133","roost",88.4615384615385,3.78669153432679,7,7,5,300
"9134","rooster",86.5051903114187,3.41865162855055,3,0,2,300
"9135","root",91.4383561643836,4.22586645970244,2,1,0,300
"9136","roots",89.1608391608392,3.98848691206225,0,3,8,300
"9137","rope",90.1060070671378,4.21680173528967,1,2,10,300
"9138","ropes",76.9784172661871,4.52775727606119,0,8,6,300
"9139","rose",93.9189189189189,3.48833736610586,0,1,2,300
"9140","rosebud",86.1209964412811,3.98748992176299,1,5,6,300
"9141","rosemary",93.0555555555556,3.53049828189193,0,2,8,300
"9142","roses",92.5170068027211,3.56540153129073,0,3,0,300
"9143","rot",91.8518518518518,4.41146604032816,7,1,7,300
"9144","rotate",89.3617021276596,3.90322575374318,2,3,6,300
"9145","rotation",87.6712328767123,4.31882843203241,1,1,3,300
"9146","rotor",87.15953307393,3.65825645279166,8,6,7,300
"9147","rotten",87.9725085910653,4.29257397620347,0,2,5,300
"9148","rotting",82.1428571428571,4.40463929827413,1,4,9,300
"9149","rotund",88.6446886446886,3.28622559844431,5,4,4,300
"9150","rouge",84.5070422535211,3.73973005993424,2,3,4,300
"9151","rough",96.3636363636364,4.22479052764269,3,3,10,300
"9152","roughly",76.3636363636364,4.56408699376788,0,5,15,300
"9153","round",94.5578231292517,3.90067690271573,1,0,3,300
"9154","roundabout",80.46875,4.13430916207079,0,16,12,300
"9155","rounded",86.3970588235294,4.22059917433335,0,6,16,300
"9156","route",85.6140350877193,3.85831909642859,1,3,6,300
"9157","routine",91.98606271777,4.30669352995459,1,4,2,300
"9158","rover",94.4852941176471,3.52221262721208,7,1,5,300
"9159","row",91.8367346938776,3.48561723566811,0,0,6,300
"9160","rowdy",85.0806451612903,4.20677421406491,12,5,6,300
"9161","rowing",83.5125448028674,3.62984365142243,5,1,4,300
"9162","royal",92.9292929292929,3.91776133560529,0,1,1,300
"9163","royalty",91.5824915824916,3.41533578215422,0,0,3,300
"9164","rub",89.247311827957,4.51509933015217,1,4,10,300
"9165","rubber",93.8144329896907,3.78662250998525,2,0,3,300
"9166","rubbers",55.6862745098039,3.55381124549615,2,14,11,300
"9167","rubbery",83.7944664031621,4.58852198938313,8,7,9,300
"9168","rubbing",82.03125,4.34122480879444,3,12,11,300
"9169","rubbish",94.0559440559441,3.51858564539416,1,3,5,300
"9170","rubric",87.5,4.59654684391858,24,16,12,300
"9171","ruby",93.1506849315068,3.23584120100221,1,0,5,300
"9172","rucksack",85.4838709677419,3.67369293065539,11,7,5,300
"9173","ruckus",72.7678571428571,3.93849785284995,16,10,8,300
"9174","rude",88.768115942029,4.65346170751367,2,2,14,300
"9175","rudeness",78.1376518218623,4.7663858149059,1,18,14,300
"9176","Rudolph",79.4007490636704,2.82944435980287,4,5,11,300
"9177","rue",89.622641509434,3.70087447195473,12,21,10,300
"9178","ruffle",82.2393822393822,4.13755554234615,2,13,9,300
"9179","rug",92.9577464788732,3.74077269691747,1,2,9,300
"9180","rugby",88.2352941176471,3.90734638531719,2,0,5,300
"9181","rugged",88.5185185185185,4.42209819259898,4,6,6,300
"9182","ruin",84.2105263157895,4.41649717497346,1,2,8,300
"9183","ruined",80.7017543859649,4.4633997742431,0,1,13,300
"9184","ruins",73.4545454545455,4.30009366330682,0,7,11,300
"9185","rule",91.8088737201365,4.29550142200978,0,0,7,300
"9186","ruler",87.9310344827586,3.95707042200155,1,1,5,300
"9187","rules",86.8327402135231,4.21257446696843,1,4,8,300
"9188","ruling",93.7728937728938,3.85013945019932,0,8,11,300
"9189","rum",80.8873720136519,4.23424362913752,1,1,2,300
"9190","rumble",91.5129151291513,3.92941927763831,4,3,11,300
"9191","ruminate",82.0175438596491,3.55480263637643,21,3,3,300
"9192","rummy",93.3014354066986,3.4742733795501,21,6,16,300
"9193","rumor",80.6338028169014,4.07801292378677,1,5,3,300
"9194","rump",90.1185770750988,3.71335715075111,11,1,12,300
"9195","run",89.3103448275862,4.30000532154295,0,2,6,300
"9196","runaway",84.5614035087719,4.24982261360687,0,3,9,300
"9197","run away",86.2962962962963,4.20123561729479,0,9,12,300
"9198","rundown",73.5408560311284,4.52453098523572,9,4,8,300
"9199","rung",91.5057915057915,3.39394372552281,6,5,13,300
"9200","runner",85.6643356643357,4.46062337197474,2,2,4,300
"9201","running",86.9415807560137,4.55113494387028,0,3,3,300
"9202","runny",88.5714285714286,3.57572839257114,3,15,16,300
"9203","runway",88.7272727272727,3.74663022027916,0,6,13,300
"9204","rural",83.9590443686007,4.02518264287358,1,0,4,300
"9205","ruse",80.5429864253394,4.11544900264212,15,11,12,300
"9206","rush",88.1533101045296,3.98900693600388,1,2,6,300
"9207","rushed",83.0449826989619,4.12453037571074,0,4,3,300
"9208","rusk",87.0056497175141,4.1051225860101,37,4,4,300
"9209","Russia",66.4406779661017,4.01435814942581,0,1,3,300
"9210","Russian",68.0851063829787,4.50884551203116,0,7,4,300
"9211","rust",90.1023890784983,3.85208774358066,1,1,2,300
"9212","rustic",90.1023890784983,4.18417395868417,0,0,7,300
"9213","rusty",83.3333333333333,3.90056050763311,0,1,4,300
"9214","rut",89.0196078431373,4.20375628470899,9,4,10,300
"9215","ruthless",71.1538461538462,4.77794595706887,2,11,12,300
"9216","rye",90.4580152671756,3.32299519014161,5,6,11,300
"9217","s",81.5789473684211,4.15154943515952,15,8,11,300
"9218","sabbath",91.6363636363636,3.44922879146032,3,5,6,300
"9219","saber",91.4396887159533,3.27061410606059,10,4,5,300
"9220","sack",87.5,4.07580058135995,0,3,6,300
"9221","sacred",90.4436860068259,4.16910316261403,0,0,7,300
"9222","sacrifice",93.0313588850174,4.51387578250006,0,1,11,300
"9223","sad",94.9820788530466,4.11211586782739,3,3,6,300
"9224","sadden",80.168776371308,4.48936135356107,8,16,7,300
"9225","saddle",90.4436860068259,3.32951438903988,0,1,5,300
"9226","sadness",93.8356164383562,4.24803466333934,0,2,4,300
"9227","sadomasochism",74.4444444444444,4.1725773465832,4,6,6,300
"9228","safari",91.2162162162162,3.85633655019176,0,1,2,300
"9229","safe",90.0684931506849,4.3437417692357,0,1,6,300
"9230","safeguard",89.7338403041825,4.20256910615908,5,4,14,300
"9231","safety",89.9641577060932,4.67435437785411,3,3,6,300
"9232","saga",84.7272727272727,3.85756497511993,0,5,15,300
"9233","sage",88.5185185185185,3.71293128256138,7,2,5,300
"9234","Sahara",93.2432432432432,2.62439184063596,0,1,2,300
"9235","said",76.4705882352941,4.2662596048815,0,10,8,300
"9236","sail",96.271186440678,3.18507216437532,1,0,2,300
"9237","sailboat",86.5771812080537,3.99067433501953,0,1,0,300
"9238","sailing",91.8918918918919,3.54674093301904,0,0,4,300
"9239","sailor",91.156462585034,3.8228077873105,1,0,3,300
"9240","sailors",83.5570469798658,3.86187258137735,0,0,2,300
"9241","sails",87.1886120996441,3.70551590112426,2,4,5,300
"9242","saint",77.972027972028,4.07763453671544,0,6,2,300
"9243","sake",86.9387755102041,4.19802285547112,11,5,12,300
"9244","salad",90.5084745762712,3.90948423673718,1,1,0,300
"9245","salad dressing",85.239852398524,4.0089531315259,1,10,6,300
"9246","salamander",91.2587412587413,4.0974137925177,1,2,7,300
"9247","salami",87.4564459930314,3.63750167059203,1,2,6,300
"9248","salary",94.7552447552448,3.6838963484294,2,2,4,300
"9249","sale",88.659793814433,4.29293549928919,1,1,4,300
"9250","sales",88.9655172413793,4.43397507254054,0,2,6,300
"9251","salesman",81.9444444444444,4.76411150962109,0,2,8,300
"9252","salesperson",85.1590106007067,4.82495438856083,0,5,7,300
"9253","salient",80.5405405405405,4.28393490808496,28,10,11,300
"9254","saliva",91.7525773195876,3.48163697965854,1,3,0,300
"9255","salmon",94.0766550522648,3.39075014228785,2,1,5,300
"9256","salon",88.3802816901408,3.91815164487363,3,1,5,300
"9257","saloon",85.7142857142857,3.57640976634361,3,1,2,300
"9258","salsa",89.7610921501707,3.65037256794296,0,2,3,300
"9259","salt",86.6438356164384,4.11264744868443,1,1,3,300
"9260","saltine",91.1917098445596,3.20305195762599,25,10,12,300
"9261","salty",91.9463087248322,4.06691529720646,0,0,2,300
"9262","salutation",91.6967509025271,3.46214028393327,4,0,11,300
"9263","salutations",83.6501901140685,3.45389108759213,4,7,11,300
"9264","salute",90.4929577464789,3.95957889087002,2,2,6,300
"9265","salvation",94.6428571428571,3.86834320056264,1,4,9,300
"9266","salve",85.1063829787234,4.29307883627042,11,9,14,300
"9267","same",92.8825622775801,3.64832635644782,3,1,8,300
"9268","sameness",78.9699570815451,4.01594633099631,6,19,11,300
"9269","sample",89.1791044776119,4.20816324198836,3,7,9,300
"9270","samurai",91.6955017301038,3.12423072176741,0,4,3,300
"9271","sanctimonious",70.3703703703704,4.5315767803142,24,14,11,300
"9272","sanctuary",91.4383561643836,4.00734858850705,0,2,4,300
"9273","sand",91.9732441471572,4.00176527900109,0,0,1,300
"9274","sandals",87.3287671232877,3.42475867252811,0,2,4,300
"9275","sandpaper",86.2542955326461,3.94454407020588,1,1,4,300
"9276","Sandra",66.6666666666667,3.9189261829275,2,25,16,300
"9277","sandwich",93.4707903780069,3.9864598174956,1,1,4,300
"9278","sandy",92.2558922558923,3.81565842783597,0,0,3,300
"9279","sane",90.6716417910448,3.9831798944561,4,5,10,300
"9280","San Francisco",75.5395683453237,3.97805491006465,0,8,6,300
"9281","sanitary",82.8793774319066,3.44948916278192,2,8,21,300
"9282","sanitation",80.5860805860806,4.11126742287078,0,10,7,300
"9283","sanity",87.5,4.21578464302884,3,1,9,300
"9284","sans",83.2599118942731,3.45768739548679,11,14,12,300
"9285","Santa",72.4832214765101,3.48750146398834,0,1,0,300
"9286","Santa Claus",82.0069204152249,3.53055370706141,0,2,7,300
"9287","sap",92.057761732852,3.6976711209912,5,1,6,300
"9288","sapphire",94.5205479452055,3.35522966283858,1,0,5,300
"9289","sappy",84.549356223176,4.26662912334241,17,7,2,300
"9290","sarcasm",82.5622775800712,4.45694278932006,3,2,6,300
"9291","sarcastic",85.6088560885609,4.16968506371738,2,6,11,300
"9292","sardine",87.6712328767123,3.33002531496294,2,0,2,300
"9293","sash",83.9506172839506,4.25274749433832,12,4,13,300
"9294","sashimi",96.3302752293578,2.74201183864433,22,6,4,300
"9295","sassy",80.7272727272727,4.66273835643012,2,4,11,300
"9296","Satan",84.1379310344828,3.32941597170503,1,2,3,300
"9297","satchel",87.3646209386281,3.56594208503043,4,1,9,300
"9298","satellite",80.4878048780488,3.99471527093104,1,2,6,300
"9299","satin",96.6216216216216,3.69513302218686,1,0,1,300
"9300","satisfaction",86.1702127659574,4.24747067858209,1,1,13,300
"9301","satisfactory",88.8888888888889,4.02288397034831,1,1,7,300
"9302","satisfied",86.6197183098592,3.6806638415874,1,4,5,300
"9303","satisfy",86.9718309859155,4.41950280044836,1,3,7,300
"9304","satisfying",87.360594795539,4.36788001784169,0,9,13,300
"9305","saturate",89.247311827957,3.87506820783474,0,3,15,300
"9306","saturated",84.2293906810036,3.67407926799662,1,5,8,300
"9307","Saturday",91.304347826087,3.65876530628302,0,0,1,300
"9308","Saturn",94.8453608247423,3.10750104615214,0,3,3,300
"9309","sauce",90.5405405405405,4.33312040672894,0,1,2,300
"9310","saucepan",92.4398625429553,3.95940467881932,1,1,4,300
"9311","saucer",94.9324324324324,3.18298227561622,0,0,4,300
"9312","saucy",83.5205992509363,4.53806325800071,4,6,9,300
"9313","sauna",91.0652920962199,3.4250773019111,1,2,2,300
"9314","sausage",81.4432989690722,4.25750252889026,2,1,1,300
"9315","savage",84.0425531914894,4.40046111702584,2,4,4,300
"9316","Savannah",78.2608695652174,3.92575838542711,1,7,7,300
"9317","save",87.5862068965517,4.24376186055487,1,1,5,300
"9318","saved",70.2290076335878,4.34840558294466,1,12,11,300
"9319","saver",85.4700854700855,4.07321284271111,7,18,9,300
"9320","saving",81.294964028777,3.89824973481955,0,7,8,300
"9321","savings",92.9577464788732,3.22766598983273,1,3,7,300
"9322","savior",87.8676470588235,3.90426747165274,1,6,13,300
"9323","savor",95.0381679389313,3.52235758207272,8,3,8,300
"9324","savory",91.2408759124088,3.9170633287082,6,2,4,300
"9325","savvy",86.7924528301887,4.02946198626554,6,3,11,300
"9326","saw",87.6325088339223,4.00630359788734,2,2,7,300
"9327","sawdust",80.6324110671937,4.19634618251896,7,10,6,300
"9328","sax",86.2453531598513,3.51660681000894,6,3,7,300
"9329","saxophone",89.1525423728814,3.64519739487162,1,0,2,300
"9330","say",92.6829268292683,3.95499434987992,0,2,9,300
"9331","saying",85.2631578947368,4.07292017152528,1,1,10,300
"9332","says",59.0909090909091,4.25446944536282,2,10,10,300
"9333","scab",89.0151515151515,3.86122548248861,6,6,6,300
"9334","scaffolding",81.8840579710145,4.3614802255603,6,2,2,300
"9335","scale",92.1232876712329,3.9539095617778,0,1,6,300
"9336","scales",88.135593220339,3.65452504344658,0,2,1,300
"9337","scallop",90.1818181818182,4.12534761373386,6,1,5,300
"9338","scalp",91.5254237288136,3.14563878669442,0,1,3,300
"9339","scalpel",91.6376306620209,3.21856987233437,3,1,2,300
"9340","scaly",90.4942965779468,3.40867265043606,9,3,4,300
"9341","scam",84.4827586206897,4.43257918405531,2,1,2,300
"9342","scan",88.6120996441281,4.38418229974944,1,4,8,300
"9343","scandal",79.7202797202797,4.61394620661213,1,3,5,300
"9344","scandalous",77.6470588235294,4.79206658109068,2,15,9,300
"9345","scanner",77.6632302405498,4.4221945986065,0,0,9,300
"9346","scapegoat",82.2834645669291,4.48638974966656,7,5,15,300
"9347","scar",91.0958904109589,4.14383153784466,0,1,6,300
"9348","scarce",90.6474820143885,4.3823676909434,3,2,9,300
"9349","scarcity",87.4538745387454,4.17139045564958,3,5,10,300
"9350","scare",95.3405017921147,4.0914540863116,2,4,7,300
"9351","scarecrow",88.2142857142857,3.96764983270395,2,5,4,300
"9352","scared",94.4636678200692,3.82043333645991,1,3,2,300
"9353","scarf",92.3875432525952,3.9861233917206,0,3,5,300
"9354","scarlet",76.9230769230769,3.28443893280632,1,3,5,300
"9355","scary",89.3470790378007,4.38428211099101,0,1,7,300
"9356","scatter",82.6241134751773,4.47261518329448,0,5,8,300
"9357","scattered",68.0769230769231,4.71291882308177,3,9,13,300
"9358","scavenger",83.9857651245552,4.39226557123991,3,1,8,300
"9359","scenario",87.984496124031,4.02843145926062,1,14,11,300
"9360","scene",92.7835051546392,4.39280826481925,1,0,6,300
"9361","scenery",90.2777777777778,4.14136331886681,2,2,2,300
"9362","scenic",91.9298245614035,4.15169906180472,3,1,4,300
"9363","scent",94.8096885813149,3.58761393111236,0,2,7,300
"9364","scented",86.6197183098592,3.72305119219007,0,3,10,300
"9365","schedule",93.2624113475177,4.15722282874694,2,1,10,300
"9366","schematic",86.3468634686347,4.1555665460147,4,4,9,300
"9367","scheme",85.3242320819113,3.87549128570203,0,0,7,300
"9368","scheming",78.125,4.10548282686386,6,7,12,300
"9369","schizophrenia",76.2589928057554,4.46822191586276,2,5,6,300
"9370","scholar",92.7335640138408,4.07137877192896,2,0,5,300
"9371","scholarly",87.8048780487805,4.17118933921261,2,3,1,300
"9372","scholarship",94.8275862068966,3.9100816440165,2,1,2,300
"9373","school",96.2199312714777,4.28185228063744,0,3,3,300
"9374","science",91.1864406779661,4.5488973200878,0,1,3,300
"9375","science fiction",77.8169014084507,4.37652857213169,2,2,6,300
"9376","scientific",87.7966101694915,4.68935923717685,0,0,5,300
