"","cue","coverage","H","unknown","N"
"10435","stupidity",92.7835051546392,3.08983725309677,3,100
"10436","sturdy",94.8979591836735,3.00943154661804,2,100
"10437","stutter",72.6315789473684,3.28062813537814,5,100
"10438","sty",95.1807228915663,1.79597128635526,17,100
"10439","style",94.8453608247423,3.07341741128598,3,100
"10440","stylish",92,3.44736789440516,0,100
"10441","stylist",97,2.10012579112847,0,100
"10442","suave",88.7755102040816,2.75075874918089,2,100
"10443","sub",89.6907216494845,2.80550145234651,3,100
"10444","subconscious",90.9090909090909,3.27479680544779,1,100
"10445","subdue",79.3478260869565,3.47078749943065,8,100
"10446","subject",97,3.02130524628892,0,100
"10447","subjective",92.6315789473684,2.87548310684153,5,100
"10448","sublime",86.3157894736842,4.02056519035882,5,100
"10449","subliminal",77.1739130434783,3.317020965114,8,100
"10450","submarine",93,2.82446479885934,0,100
"10451","submerge",95.959595959596,2.41268611566443,1,100
"10452","submission",85.4166666666667,4.0661940099399,4,100
"10453","submissive",78.5714285714286,3.59051993244967,2,100
"10454","submit",89.6907216494845,3.22134676707668,3,100
"10455","subordinate",87.0967741935484,3.47410323345415,7,100
"10456","subscription",97,2.17954105335573,0,100
"10457","subsequent",93.9393939393939,2.48720358476418,1,100
"10458","substance",97,3.16874858072325,0,100
"10459","substitute",94.9494949494949,2.71944485893527,1,100
"10460","subtitle",89,3.50680621644929,0,100
"10461","subtle",91.5789473684211,3.82845693881333,5,100
"10462","subtlety",89.247311827957,3.83289235391304,7,100
"10463","subtract",99,2.29905372953442,0,100
"10464","subtraction",94.8453608247423,2.25650664659905,3,100
"10465","suburb",82.6530612244898,3.46863064669919,2,100
"10466","suburban",75.2577319587629,3.82854418102286,3,100
"10467","suburbia",61.2244897959184,3.77062260889284,2,100
"10468","subway",90.8163265306122,2.68953612006306,2,100
"10469","succeed",98.989898989899,2.96535294332916,1,100
"10470","success",95.959595959596,3.61755191402078,1,100
"10471","successful",95,3.79027248328166,0,100
"10472","succor",96.1538461538462,2.99662687421897,48,100
"10473","succumb",86.734693877551,3.12814709361066,2,100
"10474","such",83.6734693877551,3.24190706694328,2,100
"10475","suck",94,3.53946720285491,0,100
"10476","sucker",92.8571428571429,3.0374359246769,2,100
"10477","sucks",79.7979797979798,3.59067062259742,1,100
"10478","suck up",51.0204081632653,4.14099327142685,2,100
"10479","suction",92.5531914893617,2.78352528169402,6,100
"10480","sudden",91.8367346938776,3.18272348779489,2,100
"10481","suddenly",69.0721649484536,3.59686852714019,3,100
"10482","suds",95.6989247311828,1.77992280211596,7,100
"10483","sue",91.8367346938776,2.91526191872716,2,100
"10484","suede",96.7741935483871,2.54804182488733,7,100
"10485","suffer",93.8775510204082,2.8525874143668,2,100
"10486","suffering",91,2.35362548600944,0,100
"10487","sufficient",96.8421052631579,1.16944209822631,5,100
"10488","suffocate",97.979797979798,3.10708517332924,1,100
"10489","suffocation",76,3.54660110169195,0,100
"10490","sugar",93.9393939393939,2.58424815437773,1,100
"10491","sugar cane",94.7916666666667,3.0750526875241,4,100
"10492","sugary",95.959595959596,1.74194559160058,1,100
"10493","suggest",96.969696969697,3.63067482136164,1,100
"10494","suggestion",96.9072164948454,3.41904631188024,3,100
"10495","suicide",94.9494949494949,2.48983819238537,1,100
"10496","suit",91.9191919191919,3.69330673302537,1,100
"10497","suitable",88.5416666666667,3.41033358808935,4,100
"10498","suitcase",89,2.74933762035763,0,100
"10499","suite",91.9191919191919,2.5813027175291,1,100
"10500","suits",75.7575757575758,3.68251423945018,1,100
"10501","sulfur",93.75,3.1535751116839,4,100
"10502","sullen",76.4044943820225,3.16985884189735,11,100
"10503","sultan",54.2553191489362,3.15719152049158,6,100
"10504","sultry",96.6666666666667,2.10041322272548,10,100
"10505","sum",94.9494949494949,2.54724816700258,1,100
"10506","summary",86.5979381443299,3.51371229053892,3,100
"10507","summer",96,2.81213839944925,0,100
"10508","summertime",85,3.40665032891531,0,100
"10509","summit",89.5833333333333,2.34433986059295,4,100
"10510","sumo",98.989898989899,1.74454316649491,1,100
"10511","sun",97,2.85663173458979,0,100
"10512","sunburn",93.9393939393939,3.02580043027701,1,100
"10513","sundae",94.7368421052632,1.63479034399513,5,100
"10514","Sunday",93.9393939393939,3.00136766453349,1,100
"10515","sunflower",93.9393939393939,2.97824583434693,1,100
"10516","sunglasses",90,3.07268640652118,0,100
"10517","sunlight",95,3.31526001463258,0,100
"10518","sunny",90,2.87048405096776,0,100
"10519","sunrise",98,2.38015767231709,0,100
"10520","sunscreen",81.6326530612245,3.29357986570692,2,100
"10521","sunset",93.9393939393939,3.37209793383278,1,100
"10522","sunshine",88.8888888888889,3.68354853683426,1,100
"10523","super",82.8282828282828,2.93486340453932,1,100
"10524","superb",98.989898989899,2.65453017939635,1,100
"10525","Super Bowl",89.5833333333333,2.51530596829386,4,100
"10526","superego",84.4444444444444,3.16969115928661,10,100
"10527","superficial",90.8163265306122,3.14796231026952,2,100
"10528","superfluous",86.046511627907,2.63529358916256,14,100
"10529","superhero",87,2.56304562817033,0,100
"10530","superior",90.9090909090909,3.12417834641199,1,100
"10531","superiority",82.6530612244898,3.79457736485462,2,100
"10532","superlative",87.5,3.33088839612163,28,100
"10533","Superman",70,3.33221411913571,0,100
"10534","supermarket",84,3.1154343028427,0,100
"10535","supernatural",83.8383838383838,3.77197164568384,1,100
"10536","superstar",69,3.48052433341834,0,100
"10537","superstition",89.8989898989899,3.76925776048618,1,100
"10538","supervise",89.8989898989899,3.21488339475084,1,100
"10539","supervisor",95.959595959596,2.28586838920847,1,100
"10540","supper",98,1.93153938201697,0,100
"10541","supple",94.1860465116279,3.30191838120481,14,100
"10542","supplement",95.8333333333333,2.73610894565474,4,100
"10543","supply",90,2.72735623436833,0,100
"10544","support",91,3.59194104634502,0,100
"10545","supporter",90.8163265306122,3.70519118876105,2,100
"10546","supportive",92,3.28995323755314,0,100
"10547","suppose",90.8163265306122,2.95092731705342,2,100
"10548","supposed",53.5353535353535,3.42395041414334,1,100
"10549","suppress",82,4.10174299989104,0,100
"10550","supreme",93.9393939393939,3.18370948279472,1,100
"10551","sure",95.959595959596,2.74521190554037,1,100
"10552","surely",84.9462365591398,3.75811258658749,7,100
"10553","surf",96,2.88811638246827,0,100
"10554","surface",95.8762886597938,3.36679377718121,3,100
"10555","surfboard",93,3.05451366171952,0,100
"10556","surfer",93,3.05450132873066,0,100
"10557","surfing",93,2.74297653448837,0,100
"10558","surge",87.8787878787879,3.54399263270165,1,100
"10559","surgeon",93.9393939393939,2.35682969550684,1,100
"10560","surgery",89,3.48292103939665,0,100
"10561","surgical",94.7916666666667,3.09851821121577,4,100
"10562","surmount",90.5882352941177,2.54649681335937,15,100
"10563","surname",50.5154639175258,2.6154517621789,3,100
"10564","surpass",91.8367346938776,3.0146575585809,2,100
"10565","surplus",96.875,3.02980023832083,4,100
"10566","surprise",83.8383838383838,2.9428388996896,1,100
"10567","surprised",76,3.05674681883872,0,100
"10568","surprising",91.7525773195876,3.27105367530039,3,100
"10569","surreal",68,3.64967739281245,0,100
"10570","surrender",91.9191919191919,3.15971340289606,1,100
"10571","surround",89.6907216494845,3.00963073545177,3,100
"10572","surrounded",74.4897959183673,3.95721033547629,2,100
"10573","surrounding",89.8989898989899,2.64663045837214,1,100
"10574","surroundings",83.6734693877551,3.41323970093732,2,100
"10575","surveillance",83,3.12127912677797,0,100
"10576","survey",94.9494949494949,3.60564656095013,1,100
"10577","survival",71.7171717171717,3.37852840215374,1,100
"10578","survive",92,3.02102073565864,0,100
"10579","survivor",81.8181818181818,3.66595161228817,1,100
"10580","sushi",97,2.2772365007936,0,100
"10581","suspect",90,3.18629532284458,0,100
"10582","suspend",91.9191919191919,3.28461762460317,1,100
"10583","suspended",75,3.55702550945644,0,100
"10584","suspenders",91.6666666666667,3.10978106312209,4,100
"10585","suspense",89.7959183673469,3.0510129840283,2,100
"10586","suspicion",93.9393939393939,4.00875510166706,1,100
"10587","suspicious",88,3.84939325912993,0,100
"10588","sustain",88.8888888888889,3.54047698445561,1,100
"10589","sustenance",91.9540229885057,1.39056545548057,13,100
"10590","swabs",83.5164835164835,2.80395434629306,9,100
"10591","swag",79.7872340425532,3.75897273249798,6,100
"10592","swallow",94.9494949494949,3.03274722649706,1,100
"10593","swamp",90.9090909090909,3.44021265518979,1,100
"10594","swan",97,2.76544709659185,0,100
"10595","swanky",90.5882352941177,3.33959334008005,15,100
"10596","swap",95.8333333333333,2.4253201483634,4,100
"10597","swarm",89.6907216494845,1.67550805952164,3,100
"10598","swatter",92.9411764705882,1.34050419263285,15,100
"10599","sway",88.4210526315789,3.73198526208994,5,100
"10600","swear",95,2.7274352971475,0,100
"10601","sweat",98.989898989899,3.56409225841206,1,100
"10602","sweater",98,2.985627223009,0,100
"10603","sweating",76.7676767676768,3.05913450696469,1,100
"10604","sweatpants",87.2340425531915,3.79301010835124,6,100
"10605","sweatshirt",86,3.68287790484201,0,100
"10606","sweatshop",89.8989898989899,3.61766518064268,1,100
"10607","sweaty",89,3.42771140832138,0,100
"10608","Sweden",79.5918367346939,3.72772576995968,2,100
"10609","Swedish",84.8484848484848,3.10962328211623,1,100
"10610","sweep",94.9494949494949,2.33818644828305,1,100
"10611","sweeping",83.3333333333333,2.88407629483138,4,100
"10612","sweet",98.989898989899,2.946367562437,1,100
"10613","sweetheart",86.8686868686869,2.62044159634349,1,100
"10614","sweetie",93,2.37425199588883,0,100
"10615","sweetness",91,3.18627555751482,0,100
"10616","sweets",85.8585858585859,2.143401925531,1,100
"10617","swell",94.9494949494949,3.69572724551692,1,100
"10618","swelling",82.8282828282828,3.67997379745079,1,100
"10619","swerve",92.7835051546392,3.07168357646908,3,100
"10620","swift",91.7525773195876,2.21367754510783,3,100
"10621","swim",98,2.53156792570942,0,100
"10622","swimmer",90,3.07519354069954,0,100
"10623","swimming",91.8367346938776,2.68181766143947,2,100
"10624","swimming pool",90,2.98181760896348,0,100
"10625","swimsuit",86,3.18882977873546,0,100
"10626","swine",94.7916666666667,1.28633083403162,4,100
"10627","swing",91.8367346938776,3.5798111714259,2,100
"10628","swinging",77.7777777777778,3.89585124890611,1,100
"10629","swings",72.7272727272727,3.28381685795496,1,100
"10630","swipe",90.9090909090909,3.19095092050119,1,100
"10631","swirl",93,3.13661596221019,0,100
"10632","swish",77.0833333333333,3.65521777185393,4,100
"10633","Swiss",96,2.48283293335617,0,100
"10634","switch",89.8989898989899,3.01173152849224,1,100
"10635","swollen",80.8080808080808,3.83886639051946,1,100
"10636","swoon",93.1034482758621,2.47262103169442,13,100
"10637","swoop",90.5263157894737,3.25647783555434,5,100
"10638","sword",87,3.45682554890608,0,100
"10639","swordfish",77.6595744680851,3.88492137617014,6,100
"10640","swords",74,3.57332531554508,0,100
"10641","symbol",83.8383838383838,3.8232636661435,1,100
"10642","symmetry",83.8383838383838,3.62283724880628,1,100
"10643","sympathetic",97,3.06141709499979,0,100
"10644","sympathize",91,3.09687330175395,0,100
"10645","sympathy",97.979797979798,3.2601583553615,1,100
"10646","symphony",99,1.50710701348767,0,100
"10647","symptom",96,2.65852160917291,0,100
"10648","synagogue",97.8494623655914,2.13074800020774,7,100
"10649","synapse",93.4782608695652,2.35051289060012,8,100
"10650","syndrome",74.7474747474748,3.06965167099128,1,100
"10651","synonym",71.4285714285714,2.37340692863107,2,100
"10652","synopsis",96.8085106382979,2.26295035983965,6,100
"10653","synthetic",92.8571428571429,2.57926532282461,2,100
"10654","syringe",97.979797979798,2.21142904188555,1,100
"10655","syrup",96,2.54749525070926,0,100
"10656","system",89.8989898989899,3.74978355159326,1,100
"10657","systematic",82.4742268041237,3.76015456108169,3,100
"10658","tab",85.4166666666667,3.63933509165389,4,100
"10659","table",83,3.29575174824882,0,100
"10660","tablecloth",87.6288659793814,3.44271898899927,3,100
"10661","tables",55,3.43368514568893,0,100
"10662","tablespoon",97.979797979798,2.77751166059647,1,100
"10663","tablet",90,3.03401201531441,0,100
"10664","taboo",80.6122448979592,3.3781590711149,2,100
"10665","tack",96.7032967032967,3.30152214746565,9,100
"10666","tackle",96,2.64433486044779,0,100
"10667","tacky",81.5217391304348,3.19388031829304,8,100
"10668","taco",95,2.78736692108577,0,100
"10669","tact",95.7446808510638,3.56173644977945,6,100
"10670","tactful",88.4210526315789,3.26621498088437,5,100
"10671","tactic",93.6170212765958,2.7393573983412,6,100
"10672","tactics",90,2.98619674300156,0,100
"10673","tactile",91.8604651162791,3.03266032536775,14,100
"10674","tactless",90.3225806451613,3.26021609842516,7,100
"10675","tad",88.8888888888889,2.07841423133577,10,100
"10676","tadpole",89.1304347826087,1.46701430453757,8,100
"10677","tag",84.5360824742268,3.52795460663515,3,100
"10678","tail",95,3.22206860565264,0,100
"10679","tailor",94.9494949494949,3.01371207947621,1,100
"10680","tails",88.659793814433,3.11174404592766,3,100
"10681","taint",84.9462365591398,3.69725875814006,7,100
"10682","take",94.9494949494949,2.72960855690089,1,100
"10683","takeaway",83.8383838383838,3.26772216966679,1,100
"10684","take away",90.9090909090909,3.1535809836318,1,100
"10685","taken",71.4285714285714,3.28296102626892,2,100
"10686","take off",88.8888888888889,2.7903095097899,1,100
"10687","take out",93,2.71035102542505,0,100
"10688","takeover",86.5979381443299,3.44154019492406,3,100
"10689","take over",88.8888888888889,3.7656107895999,1,100
"10690","take part",88.8888888888889,2.48351610435898,1,100
"10691","taker",90.4255319148936,2.79832452911704,6,100
"10692","taking",86,3.4817943886203,0,100
"10693","talc",92.8571428571429,1.71575444366803,16,100
"10694","tale",95,2.09845784524716,0,100
"10695","talent",93,3.51241793599292,0,100
"10696","talented",91,3.53366913167586,0,100
"10697","tales",91,2.01732293023329,0,100
"10698","talk",91.9191919191919,3.12903213812716,1,100
"10699","talkative",80.6122448979592,3.27635255874194,2,100
"10700","talker",77.7777777777778,3.55194231607927,1,100
"10701","talking",92.8571428571429,3.25434428517082,2,100
"10702","tall",95,3.11560743381205,0,100
"10703","taller",93.9393939393939,2.95487673120012,1,100
"10704","tamale",94.3661971830986,2.30307603128049,29,100
"10705","tambourine",95.959595959596,2.84358830615283,1,100
"10706","tame",92.9292929292929,3.16040164016656,1,100
"10707","Tampa",98.876404494382,1.38481394206521,11,100
"10708","tampon",90.9090909090909,3.09056828309649,1,100
"10709","tan",94,3.01633831341605,0,100
"10710","tandem",89.6907216494845,2.61220370236446,3,100
"10711","tangent",82.7956989247312,3.5408513738691,7,100
"10712","tangerine",95.959595959596,1.53349955565508,1,100
"10713","tangible",90.4255319148936,3.12007936931747,6,100
"10714","tango",92,1.78052767003942,0,100
"10715","tangy",98.8505747126437,2.84704793771791,13,100
"10716","tank",89,3.48233856063324,0,100
"10717","tantrum",93.6842105263158,2.88370624502696,5,100
"10718","tap",98,3.0767575822477,0,100
"10719","tape",94,3.03772182839311,0,100
"10720","tapioca",93.3333333333333,1.6654301408123,10,100
"10721","taps",84.7826086956522,3.34734159397358,8,100
"10722","tar",92.5531914893617,2.71452159894897,6,100
"10723","tardy",96.8421052631579,1.10155592740493,5,100
"10724","target",92.9292929292929,3.15518003539742,1,100
"10725","tarmac",87.6404494382023,2.74410599195233,11,100
"10726","tarnish",94.5054945054945,3.24837048501641,9,100
"10727","tarot",94.8453608247423,1.9927118343441,3,100
"10728","tarp",88.0434782608696,2.83449432444816,8,100
"10729","tarry",85.1851851851852,2.93669700840483,19,100
"10730","tart",91,2.99349766611726,0,100
"10731","tartan",76.1363636363636,2.52143868596606,12,100
"10732","Tarzan",95,2.34689552360267,0,100
"10733","task",96,2.75273560109353,0,100
"10734","tasks",84,2.56686284066731,0,100
"10735","taste",89.7959183673469,3.17354777445986,2,100
"10736","tasteless",89,3.26454885999737,0,100
"10737","tasty",96,3.06043358615497,0,100
"10738","tattered",82.2222222222222,2.73251684425591,10,100
"10739","tattle",83.1578947368421,2.25523086717446,5,100
"10740","tattoo",92,3.34238848012964,0,100
"10741","taught",87.6288659793814,2.88441374392691,3,100
"10742","taunt",82.9787234042553,2.80717455071842,6,100
"10743","taut",93.6170212765958,1.81370131839295,6,100
"10744","tavern",97.979797979798,2.05134194863446,1,100
"10745","tax",86,3.26602636114806,0,100
"10746","taxation",89.7959183673469,2.80961252673164,2,100
"10747","taxes",84,3.17074271376684,0,100
"10748","taxi",97.979797979798,1.83498212346367,1,100
"10749","tea",93,2.9832391208419,0,100
"10750","teach",93,2.73442321650771,0,100
"10751","teacher",98.989898989899,3.16731076591222,1,100
"10752","teachers",73,3.69421413306106,0,100
"10753","teaching",93.9393939393939,3.12543883733307,1,100
"10754","team",88,3.24541649730453,0,100
"10755","teamwork",90.8163265306122,3.61878142662762,2,100
"10756","Tea Party",81,3.37056614442857,0,100
"10757","teapot",91,3.04352704867846,0,100
"10758","tear",99,2.44464672526009,0,100
"10759","tear down",79.7979797979798,3.22581116704431,1,100
"10760","tears",91.9191919191919,2.52885483009266,1,100
"10761","tease",96.969696969697,3.71270830777741,1,100
"10762","teaspoon",96.969696969697,2.84745712848881,1,100
"10763","tech",83.6734693877551,3.06090368989594,2,100
"10764","technical",88.7755102040816,3.88942472184652,2,100
"10765","technician",92.8571428571429,3.56448030477047,2,100
"10766","technique",89.5833333333333,3.44778585379029,4,100
"10767","technology",78.7878787878788,2.87967752754408,1,100
"10768","tectonic",95.7446808510638,1.82317332515077,6,100
"10769","teddy",94,0.773464843526527,0,100
"10770","teddy bear",86,3.02249347510088,0,100
"10771","tedious",94.8453608247423,2.71632745476575,3,100
"10772","tee",94.8979591836735,1.98343249707427,2,100
"10773","teen",91,3.38789398547333,0,100
"10774","teenage",92,3.32756286267445,0,100
"10775","teenager",94,3.59520901766708,0,100
"10776","teenagers",85,3.63360739710447,0,100
"10777","teens",86.8686868686869,3.25263070184047,1,100
"10778","teeny",89.010989010989,1.70182377408207,9,100
"10779","teepee",94.6808510638298,2.26613417440951,6,100
"10780","teeth",91,3.01805014659099,0,100
"10781","telegram",86,3.38160133044036,0,100
"10782","telegraph",94,3.34372939800809,0,100
"10783","telepathy",58.5858585858586,3.42155982380129,1,100
"10784","telephone",92,3.04215347909024,0,100
"10785","telescope",88,2.89566201634159,0,100
"10786","television",71,3.6102142472896,0,100
"10787","tell",92.9292929292929,3.44283364138317,1,100
"10788","teller",91.7525773195876,2.11886741634052,3,100
"10789","telling",88.8888888888889,3.34204940616745,1,100
"10790","temper",92.9292929292929,2.94194772071623,1,100
"10791","temperature",98.9795918367347,2.27616937786209,2,100
"10792","template",90.8163265306122,3.7604871199761,2,100
"10793","temple",89,3.27553669247658,0,100
"10794","tempo",97.9591836734694,2.30796186495455,2,100
"10795","temporary",72.3404255319149,3.83554712504126,6,100
"10796","tempt",89.4736842105263,3.45849168606516,5,100
"10797","temptation",95.9183673469388,3.39669077212399,2,100
"10798","tempting",80.8080808080808,3.63835931833634,1,100
"10799","ten",85,3.34545290899578,0,100
"10800","tenacious",78.6516853932584,3.68999579075612,11,100
"10801","tenant",71.7171717171717,2.99148944746701,1,100
"10802","tend",86.8686868686869,3.61563870643255,1,100
"10803","tendency",90.9090909090909,3.77470474269949,1,100
"10804","tender",96,3.22727445001543,0,100
"10805","tenderness",87,2.92962270227419,0,100
"10806","tendon",86.3636363636364,2.90762521652758,12,100
"10807","tenet",87.3239436619718,3.15522763597974,29,100
"10808","tennis",91,2.75480805128633,0,100
"10809","tenor",95.7446808510638,2.90275000458036,6,100
"10810","tense",97.979797979798,3.4144926040678,1,100
"10811","tension",90.8163265306122,3.4409101569293,2,100
"10812","tent",95,2.31710839145043,0,100
"10813","tentacle",91.9191919191919,1.65552573265685,1,100
"10814","tentacles",89.8989898989899,1.75897100355942,1,100
"10815","tentative",86.4583333333333,3.79567598464689,4,100
"10816","tenure",91.1111111111111,3.49645655317037,10,100
"10817","tepee",95.4545454545455,2.13301900713027,12,100
"10818","tepid",94.2528735632184,2.24055341103636,13,100
"10819","tequila",89,2.84318478838665,0,100
"10820","term",91,2.89982516208235,0,100
"10821","terminal",99,2.82102888045049,0,100
"10822","terminate",96.9387755102041,2.29073035738847,2,100
"10823","termination",92.9292929292929,2.51827314102258,1,100
"10824","terminator",55.5555555555556,2.97016016633598,1,100
"10825","termite",95.8762886597938,2.62579501408835,3,100
"10826","termites",92.9292929292929,2.69841551996362,1,100
"10827","terms",79.3814432989691,3.26038065579563,3,100
"10828","terrace",93.8775510204082,3.17056526823698,2,100
"10829","terrain",88.7755102040816,3.17907345576505,2,100
"10830","terrible",93,2.23668408575019,0,100
"10831","terrific",100,2.79686990239011,0,100
"10832","terrified",95,1.80952447365367,0,100
"10833","terrify",94,2.25991284627218,0,100
"10834","terrifying",94.8979591836735,2.15860180492134,2,100
"10835","territory",91,3.36714662828166,0,100
"10836","terror",95,2.88421968778365,0,100
"10837","terrorism",66,3.80004523146653,0,100
"10838","terrorist",70.1030927835051,3.90200831346799,3,100
"10839","terse",92.8571428571429,2.47891057887397,16,100
"10840","test",97,3.24549427379481,0,100
"10841","testament",62.6262626262626,2.73936049284411,1,100
"10842","testicles",92,2.1986565562296,0,100
"10843","testify",93.8775510204082,3.02941196860121,2,100
"10844","testimony",90,3.16474063115366,0,100
"10845","testing",80,3.83040882379512,0,100
"10846","testosterone",90.9090909090909,2.21270198709559,1,100
"10847","tests",86,2.95043609584142,0,100
"10848","test tube",96.9387755102041,2.01922518267335,2,100
"10849","Texas",78.7878787878788,3.33897031939892,1,100
"10850","text",91.8367346938776,3.25817078474004,2,100
"10851","textbook",89,3.06084787405767,0,100
"10852","textile",96.8421052631579,2.31870657167902,5,100
"10853","texture",95,3.26049090774325,0,100
"10854","Thailand",67,3.3641373446383,0,100
"10855","than",94.6808510638298,2.92225669996415,6,100
"10856","thank",97,1.41661147019259,0,100
"10857","thankful",96.9387755102041,2.71239906010629,2,100
"10858","thanks",82.4742268041237,3.31841240777776,3,100
"10859","Thanksgiving",95,2.66970515646261,0,100
"10860","thank you",69.6969696969697,3.2627900518864,1,100
"10861","that",95.8762886597938,2.12756220350155,3,100
"10862","thaw",96.9072164948454,2.55512121279873,3,100
"10863","the",90.4255319148936,3.19620793534656,6,100
"10864","theater",94,3.32577625897056,0,100
"10865","thee",84.9462365591398,2.34329629227402,7,100
"10866","theft",94.8979591836735,2.87068617385403,2,100
"10867","their",79.1666666666667,3.1536696077539,4,100
"10868","theirs",76.530612244898,2.94616165805531,2,100
"10869","them",84.8484848484848,2.31101002689378,1,100
"10870","theme",89,3.5509334404878,0,100
"10871","theme park",81,2.7388715132407,0,100
"10872","then",88.8888888888889,2.55875728336804,1,100
"10873","theology",88.659793814433,2.5040549051652,3,100
"10874","theorem",82.7956989247312,3.3767977183325,7,100
"10875","theorize",82.8282828282828,3.23833475842777,1,100
"10876","theory",94.8453608247423,3.33679921813665,3,100
"10877","therapist",85,3.69408412364721,0,100
"10878","therapy",88.7755102040816,3.89259608956952,2,100
"10879","there",87,2.44156582388405,0,100
"10880","therefore",77.7777777777778,3.40060174154542,1,100
"10881","thermometer",94.8979591836735,2.25045157516965,2,100
"10882","thesaurus",94.8979591836735,1.64334086028132,2,100
"10883","thesis",89.8989898989899,3.68756678074401,1,100
"10884","they",93.9393939393939,2.36821367320982,1,100
"10885","thick",94.9494949494949,3.03364539143437,1,100
"10886","thicket",89.1566265060241,3.1614179657352,17,100
"10887","thickness",84.8484848484848,3.71399345467151,1,100
"10888","thief",93,2.97364788512269,0,100
"10889","thigh",94.8453608247423,2.3241980043154,3,100
"10890","thimble",92.3913043478261,2.44912556927482,8,100
"10891","thin",95,3.04336030813527,0,100
"10892","thing",90.8163265306122,3.33128132690138,2,100
"10893","things",90.8163265306122,2.68489172867362,2,100
"10894","think",87.8787878787879,3.37568319431584,1,100
"10895","think about",86.8686868686869,2.75562157809093,1,100
"10896","thinker",79,3.2566702144959,0,100
"10897","thinking",86.8686868686869,3.41062743573871,1,100
"10898","third",86.734693877551,3.27718231764947,2,100
"10899","third world",81.8181818181818,2.7002705705886,1,100
"10900","thirst",97,2.02636136252084,0,100
"10901","thirsty",97,2.17421948007927,0,100
"10902","thirteen",91.9191919191919,2.76239757498935,1,100
"10903","thirty",90.7216494845361,3.09447764983146,3,100
"10904","this",96.875,1.42029376679272,4,100
"10905","thong",84.6938775510204,3.20164128553203,2,100
"10906","thorn",93,2.28072640915423,0,100
"10907","thorns",82.1052631578947,2.883893514934,5,100
"10908","thorny",93.8775510204082,2.78639044695713,2,100
"10909","thorough",89.4736842105263,2.94483184040543,5,100
"10910","thou",82.6530612244898,2.15312987548105,2,100
"10911","though",89.8876404494382,3.23946202814074,11,100
"10912","thought",96.969696969697,2.75034870086993,1,100
"10913","thoughtful",91.6666666666667,3.53011521293423,4,100
"10914","thoughtless",93,3.72433672626177,0,100
"10915","thoughts",92,3.07749758439058,0,100
"10916","thousand",80.8080808080808,3.31693820392161,1,100
"10917","thread",94.9494949494949,2.55190693739029,1,100
"10918","threat",93.8144329896907,3.39380495779926,3,100
"10919","threaten",92.9292929292929,3.73486103556344,1,100
"10920","threatening",84.8484848484848,3.31680572548173,1,100
"10921","three",81.6326530612245,3.08111540158901,2,100
"10922","threshold",92.4731182795699,3.41957401257215,7,100
"10923","thrift",88.5416666666667,2.96280813577955,4,100
"10924","thrifty",86.9565217391304,3.06614068817556,8,100
"10925","thrill",94.9494949494949,2.94450497689326,1,100
"10926","thrilled",87.8787878787879,2.04934139758063,1,100
"10927","thriller",86.8686868686869,2.82793559446977,1,100
"10928","thrilling",94.8979591836735,2.46543599534749,2,100
"10929","thrive",96.969696969697,3.11182223845302,1,100
"10930","throat",92,2.92031841152381,0,100
"10931","throb",97.9381443298969,2.09227866836742,3,100
"10932","throbbing",75.2688172043011,3.0903958950787,7,100
"10933","throne",95,1.87030352408616,0,100
"10934","throttle",96.8421052631579,2.68240431735723,5,100
"10935","through",87.7551020408163,3.71466131217646,2,100
"10936","throw",97,2.65487910279703,0,100
"10937","throw away",93,2.75536609627172,0,100
"10938","throw out",88.8888888888889,3.0368787370287,1,100
"10939","throw up",94,1.87879337361766,0,100
"10940","thrust",90.9090909090909,3.36938531508667,1,100
"10941","thud",86.8131868131868,3.27044798343183,9,100
"10942","thug",86.734693877551,3.55596967027437,2,100
"10943","thumb",98.9795918367347,2.4741346327373,2,100
"10944","thump",91.5789473684211,3.14728846197821,5,100
"10945","thunder",95,2.38573991097997,0,100
"10946","Thursday",84.5360824742268,2.84305568123241,3,100
"10947","thus",83.5051546391753,2.75237405902668,3,100
"10948","thyme",75.7894736842105,2.15832442626314,5,100
"10949","thyroid",43.6170212765958,2.23921168416793,6,100
"10950","tiara",93.8144329896907,1.7990389992102,3,100
"10951","tic",79.5918367346939,2.9256623215428,2,100
"10952","tick",93,2.52614494895597,0,100
"10953","ticket",91.9191919191919,3.553228618773,1,100
"10954","tickle",94.8453608247423,2.8968008941067,3,100
"10955","tide",91.9191919191919,2.90902544941319,1,100
"10956","tidy",98.9795918367347,1.66664764323927,2,100
"10957","tie",92,3.16312573621606,0,100
"10958","tied",90,3.41497867429706,0,100
"10959","ties",75,3.55856262790376,0,100
"10960","tiger",88.8888888888889,2.90553523191489,1,100
"10961","tight",91.9191919191919,3.78529462408847,1,100
"10962","tighten",92.8571428571429,3.56842629635885,2,100
"10963","tights",93.8144329896907,3.32718821106039,3,100
"10964","tile",91.8367346938776,2.84718955010172,2,100
"10965","tiles",88.8888888888889,2.76207105621042,1,100
"10966","till",92.3913043478261,2.94264174199506,8,100
"10967","tilt",88,3.6128709720956,0,100
"10968","timber",96.969696969697,2.20544956296533,1,100
"10969","time",91.9191919191919,3.42465077670097,1,100
"10970","timeless",97.9381443298969,3.24355553348454,3,100
"10971","timeline",90,3.48383523351515,0,100
"10972","timely",88.8888888888889,3.2876267427206,1,100
"10973","timer",92.9292929292929,2.8273068532884,1,100
