src,tgt,wt
hex,spell,75
hex,six,4
hex,witch,3
swear,profanity,100
swear,oath,55
swear,cuss,100
swear,fuck,5
swear,motherfucker,4
swear,vow,15
cursive,handwriting,98
cursive,script,94
cursive,style,60
cursive,pen,4
cursive,calligraphy,6
cursive,font,15
handwriting,pen,78
handwriting,script,81
handwriting,penmanship,22
handwriting,ink,15
curvy,figure,45
curvy,sinuous,56
curvy,wavy,57
curvy,voluptuous,4
curvy,winding,55
figure,diagram,3
figure,represent,3
figure,statistic,26
figure,illustration,14
figure,silhouette,3
figure,outline,3
figure,numeral,29
figure,physique,15
figure,reckon,5
cushy,plush,100
cuss,profanity,100
custard,pudding,100
custard,flan,100
pudding,jell-o,15
pudding,jelly,55
pudding,tapioca,100
custody,guardianship,99
custody,detention,83
custom,immigration,16
custom,personalized,9
custom,regulation,3
custom,tax,45
custom,bespoke,8
custom,personal,3
custom,practice,38
custom,tailored,8
custom,clearance,3
custom,routine,4
custom,folklore,4
custom,habitual,2
custom,way,2
custom,rite,85
custom,tailor,4
custom,usage,75
immigration,migrant,15
immigration,migration,83
immigration,refugee,21
immigration,relocation,79
immigration,assimilation,55
immigration,visa,19
personalized,individual,20
regulation,policy,15
regulation,guideline,51
tax,due,3
tax,income,89
tax,levy,49
tax,revenue,24
tax,excise,99
tax,february,4
tax,overload,4
service,utility,99
service,supply,27
service,facility,38
service,offering,7
service,product,37
service,repair,8
service,technician,4
service,flight attendant,4
service,stewardess,21
service,gratuity,91
service,volunteer,76
service,hospitality,8
service,hotel,20
service,postal,60
service,maintenance,100
service,subscription,5
service,steward,20
service,vet,15
incision,scalpel,80
cut off,isolate,55
cut off,remove,36
cut off,sever,45
cut off,exclude,55
cut off,disconnect,84
cut off,amputate,15
isolate,exclude,100
isolate,detach,37
isolate,withdraw,63
isolate,ostracize,85
isolate,segregate,100
remove,eliminate,100
remove,erase,79
remove,takeaway,24
remove,extract,55
remove,discard,35
remove,get rid of,100
remove,subtract,83
remove,deprive,59
remove,take away,80
remove,detach,41
remove,dispose,5
remove,eject,100
remove,elimination,95
remove,eradicate,96
remove,eraser,59
remove,erasure,55
remove,evacuate,21
remove,evict,99
remove,excise,65
remove,exterminate,55
remove,filter,75
remove,weed,6
remove,kick out,45
remove,nail polish,55
remove,peel,4
remove,pluck,21
remove,rid,45
remove,scrape,21
remove,scraper,39
remove,strip,81
remove,take out,22
remove,throw away,15
remove,throw out,25
remove,undress,77
remove,unhook,40
remove,unload,43
remove,wash away,40
cuticle,finger,5
cuticle,manicure,95
darling,sweetheart,100
darling,sweetie,40
cutlery,fork,40
cutlery,silverware,78
cutlery,spoon,40
fork,spoon,99
fork,silverware,22
fork,trident,59
silverware,flatware,15
silverware,spoon,22
cutter,shear,20
cutter,trimmer,4
cyborg,cybernetic,20
cyborg,terminator,60
cyclist,rider,60
rider,jockey,98
rider,passenger,64
cyclone,twister,75
cyclone,whirlwind,76
cylinder,piston,45
cylinder,tube,45
cylinder,engine,25
cylinder,spool,56
cylinder,roll,8
piston,engine,100
piston,rod,15
tube,cylindrical,55
tube,duct,16
tube,vial,16
cymbal,percussion,99
cymbal,drummer,2
cymbal,drumstick,3
percussion,drummer,19
percussion,drumstick,74
percussion,tambourine,99
cynic,sarcastic,20
cynic,pessimistic,20
cynic,pessimist,39
cynic,distrustful,20
cynic,disbeliever,55
sarcastic,cynical,95
sarcastic,witty,75
sarcastic,mocking,79
sarcastic,ironic,96
sarcastic,disdainful,4
sarcastic,smarta,25
sarcastic,snappy,4
sarcastic,snide,92
cynical,distrustful,41
cynical,suspicious,5
cynical,pessimistic,95
cynical,pessimist,2
cynical,pessimism,70
cynical,skeptical,16
distrustful,suspicious,80
distrustful,skeptical,36
cyst,growth,100
cyst,infection,55
growth,develop,74
growth,expand,76
growth,expansion,96
growth,embryo,15
growth,extension,4
growth,fertile,74
growth,fertilizer,22
growth,vine,2
growth,lump,17
growth,maturity,77
growth,progression,25
growth,prosperity,19
growth,puberty,4
growth,sprawl,55
growth,springtime,5
growth,stubble,20
growth,stunted,5
growth,swelling,55
growth,vegetation,5
growth,wart,100
infection,sickness,24
infection,malady,5
infection,parasite,21
infection,zombie,27
infection,pu,100
infection,rabies,4
infection,scab,55
d,delightful,55
d,initial,15
d,diverse,55
d,lowercase,4
d,notation,4
delightful,enjoyable,96
delightful,pleasing,95
delightful,satisfying,55
delightful,pleasure,15
delightful,pleasurable,99
dab,gesture,75
dab,dip,5
dab,motion,16
dab,trend,55
dad,father,100
dad,papa,98
dad,daddy,2
father,daddy,94
father,papa,99
father,mother,8
father,paternal,80
father,ma,4
daddy,papa,6
daddy,paternal,4
daft,punk,55
daft,silly,100
daft,idiotic,5
daft,odd,4
punk,rebellious,3
punk,rebellion,3
punk,nonconformist,5
punk,style,6
silly,fun,2
silly,idiotic,56
silly,ridiculous,96
silly,playful,24
silly,dumb,4
silly,dopey,100
silly,farce,16
silly,foolishness,21
silly,frivolous,85
silly,giddy,56
silly,giggle,43
silly,giggling,56
silly,goof,81
silly,goofy,100
silly,hokey,5
silly,klutz,4
silly,loony,40
silly,loopy,4
dagger,stab,95
daily,routine,100
daily,frequent,28
daily,habitual,5
daily,everyday,55
daily,weekly,20
routine,procedure,76
routine,everyday,100
routine,frequent,15
routine,weekday,4
routine,usually,4
routine,habitual,100
routine,lifestyle,100
routine,mundane,24
routine,repetitive,40
routine,weekly,60
dainty,delicate,100
dainty,petite,77
dainty,frilly,76
delicate,subtle,96
delicate,sensitive,98
delicate,thin,80
delicate,exquisite,15
delicate,weak,24
delicate,feeble,2
delicate,touchy,96
delicate,feminine,56
delicate,fine,21
delicate,flimsy,78
delicate,petal,10
delicate,frail,20
delicate,frilly,96
delicate,gently,5
delicate,lightweight,76
delicate,nuance,15
delicate,subtlety,9
delicate,orchid,4
delicate,petite,79
delicate,softly,15
delicate,sheer,5
delicate,slender,41
delicate,slight,100
delicate,teeny,20
delicate,touching,4
delicate,wiry,8
delicate,wispy,92
delicate,womanly,9
daisy,petal,29
dalmatian,spotted,100
spotted,dotted,100
spotted,freckle,55
spotted,leopard,80
spotted,freckled,20
spotted,dot,19
spotted,mottled,20
spotted,marking,4
spotted,fawn,2
spotted,hyena,21
spotted,jaguar,8
spotted,ladybird,76
spotted,ladybug,56
spotted,puma,15
spotted,seen,24
spotted,speckled,25
damage,harm,100
damage,ruin,80
damage,injure,61
damage,flood,100
damage,dent,96
damage,destruct,4
damage,spoil,46
damage,puncture,4
damage,wounded,4
damage,maim,99
damage,shatter,5
damage,torn,55
damage,rip,20
damage,scrape,25
damage,wreck,25
damage,termite,41
damage,wreak,20
damage,wrecked,59
harm,danger,59
harm,wrong,4
harm,injure,100
harm,maim,100
harm,victim,71
dame,lady,100
dame,matron,4
damnation,condemnation,56
damnation,hell,100
damnation,hellfire,59
hell,devil,100
hell,underworld,20
hell,inferno,100
hell,infernal,15
hell,purgatory,44
hell,satan,2
humid,moist,100
humid,muggy,100
humid,wet,4
humid,steamy,100
humid,sultry,45
humid,sweating,55
humid,tropic,41
wet,moist,100
wet,diaper,11
wet,drench,100
wet,dripping,4
wet,drizzle,20
wet,drool,4
wet,saliva,23
wet,slippery,95
wet,glistening,19
wet,mildew,15
wet,muddy,99
wet,mushy,8
wet,puddle,8
wet,raincoat,15
wet,rainy,75
wet,saturated,15
wet,slushy,80
wet,watery,8
wet,soaked,85
wet,soggy,85
wet,splash,4
wet,squirt,5
damsel,distress,64
damsel,maiden,99
damsel,princess,36
distress,hardship,74
distress,desperation,24
distress,unease,4
distress,dismay,45
distress,suffer,19
distress,misery,36
distress,sadden,39
distress,trauma,15
distress,traumatic,4
maiden,virgin,80
maiden,young woman,55
maiden,lass,45
maiden,virginity,22
princess,queen,60
princess,royal,25
princess,royalty,59
princess,duchess,4
princess,tiara,40
princess,lady,4
waltz,formal,60
waltz,dancing,59
disco,glitter,4
dancing,twirl,4
dancing,salsa,59
dancing,tango,4
twirl,spin,100
twirl,whirl,99
twirl,motion,4
twirl,dizzy,4
twirl,swirl,19
dandelion,weed,79
dandelion,wish,20
dandruff,flake,76
dandruff,scalp,100
dandruff,shampoo,100
flake,snow,79
flake,thin,11
scalp,louse,7
dandy,flamboyant,4
dandy,foppish,4
dandy,suave,4
danger,peril,100
danger,hazard,100
danger,thrill,4
danger,stunt,20
danger,risky,4
danger,dire,4
danger,drown,4
danger,drowning,79
danger,dynamite,70
danger,slippery,4
danger,grenade,84
danger,handgun,40
danger,unsafe,24
danger,hiss,20
danger,hissing,20
danger,jeopardy,24
danger,threatening,24
danger,spike,29
danger,precipice,79
danger,red light,19
danger,safe,15
danger,warn,15
peril,hazard,79
peril,dangerous,21
peril,endangered,15
dangerous,risky,96
dangerous,hazard,21
dangerous,perilous,71
dangerous,unsafe,76
dangerous,stunt,4
dangerous,deadly,96
dangerous,lethal,96
dangerous,destructive,15
dangerous,treacherous,80
dangerous,slippery,20
dangerous,ferocious,44
dangerous,grenade,3
dangerous,underworld,55
dangerous,iceberg,15
dangerous,threatening,4
dangerous,machete,20
dangerous,madman,64
dangerous,moonshine,4
dangerous,noxious,96
dangerous,overdose,15
dangerous,piranha,76
dangerous,poisonous,95
dangerous,spiky,4
dangerous,psycho,55
dangerous,radioactive,74
risky,perilous,25
risky,precarious,71
risky,treacherous,79
risky,unpredictable,55
risky,fraught,81
risky,unsafe,80
risky,iffy,56
dangle,hang,96
dangle,sway,100
dangle,suspend,20
dangle,pendulum,79
dangle,hanging,25
hang,noose,96
hang,suspend,64
hang,wait,19
hang,execution,20
hang,drape,25
hang,hook,55
hang,suspended,100
hang,lynch,5
hang,peg,24
hang,sling,4
sway,motion,55
sway,waver,75
sway,hip,31
sway,wiggle,4
sway,rocker,56
sway,rocking,5
sway,rocking chair,25
sway,seesaw,15
sway,stagger,99
sway,swerve,15
sway,swinging,15
sway,wobble,45
dante,inferno,96
dante,poet,76
dante,beatrice,39
dante,florence,20
dante,virgil,4
dante,italy,55
inferno,hellfire,24
poet,bard,17
poet,lyric,55
poet,verse,28
poet,inspiration,4
poet,rhyme,20
poet,homer,76
dare,thrill,20
dare,venture,4
dare,stunt,24
daredevil,stunt,100
daredevil,hero,75
daredevil,thrill,57
stunt,feat,40
dark blue,indigo,57
dark blue,midnight,8
dark blue,sapphire,25
dark blue,azure,55
dark blue,ebony,4
darken,dim,100
darken,obscure,45
darken,shadow,80
darken,fade,15
dim,faint,60
dim,low,79
dim,unintelligent,35
dim,obtuse,4
obscure,mysterious,15
obscure,unknown,63
obscure,vague,95
obscure,esoteric,96
obscure,haze,25
obscure,jargon,5
obscure,nowhere,4
obscure,opaque,25
obscure,shadowy,5
shadow,silhouette,45
shadow,outline,24
shadow,dimness,4
shadow,eclipse,24
shadow,stalker,28
sweetheart,lover,56
darn,frustrating,21
darn,stitch,59
darwin,evolution,100
darwin,finch,39
darwin,galapagos,39
darwin,naturalist,55
evolution,adaptation,36
evolution,develop,6
evolution,metamorphosis,29
evolution,mutant,4
evolution,neanderthal,100
evolution,transition,20
evolution,progression,26
dash,run,55
dash,sprint,96
dash,indicator,4
dash,frisk,16
dash,hyphen,100
run,jog,100
run,sprint,60
run,flee,44
run,track,24
run,gallop,80
run,jogger,15
run,jogging,21
run,operate,71
run,marathon,4
run,pace,57
run,treadmill,75
run,trot,21
dashboard,panel,4
dashboard,display,76
dashboard,meter,20
dashboard,metric,4
dashboard,octopus,4
dashboard,speedometer,81
panel,display,100
panel,jury,19
panel,shingle,3
panel,solar,61
dashing,gallant,56
fact,reality,48
fact,true,10
fact,detail,28
fact,knowledge,4
fact,info,100
fact,trivia,81
dating,courtship,85
courtship,flirt,15
courtship,woo,4
daughter,mother,55
mother,mom,4
mother,ma,85
mother,mama,100
mother,mary,99
mother,maternal,100
mother,mum,100
mother,pregnant,91
daunting,intimidating,100
daunting,formidable,19
daunting,overwhelming,84
intimidating,threatening,20
intimidating,overpowering,8
david,goliath,40
david,michelangelo,24
david,surname,5
dawn,sunrise,100
dawn,hope,55
dawn,early,5
sunrise,daybreak,61
sunrise,day,4
sunrise,east,15
sunrise,horizon,20
day,hour,16
day,today,2
day,week,88
day,sun,55
day,twenty-four,2
day,sunshine,20
day,sunlight,40
day,weekday,4
day,tomorrow,21
day,midday,4
day,tuesday,55
day,sunday,4
day,saturday,16
day,seven,72
day,someday,15
day,thursday,55
day,wednesday,74
day,weekly,4
hour,minute,78
hour,second,9
today,tomorrow,55
today,yesterday,71
today,recently,20
today,nowadays,78
week,seven,92
week,fortnight,11
week,weekend,31
week,monday,25
week,wednesday,70
daycare,baby-sit,4
daycare,childcare,59
daycare,nursery,26
daycare,supervision,55
daycare,preschool,79
nursery,preschool,20
daydream,fantasy,96
daydream,reverie,21
daydream,wander,24
fantasy,fiction,79
fantasy,unreal,71
fantasy,myth,20
fantasy,delusion,24
fantasy,illusion,45
fantasy,dwarf,36
fantasy,dragon,76
fantasy,mythical,55
fantasy,dreamer,15
fantasy,dreaming,21
fantasy,elf,63
fantasy,fairy,9
fantasy,fairy tales,80
fantasy,imaginary,39
fantasy,goblin,100
fantasy,hobbit,80
fantasy,tolkien,100
fantasy,magical,56
fantasy,make believe,100
fantasy,mermaid,15
fantasy,mirage,20
fantasy,ogre,55
fantasy,science fiction,100
fantasy,unicorn,100
fantasy,wishing,3
fantasy,wonderland,100
daylight,sun,40
daylight,sunshine,60
daylight,sunlight,4
sun,ray,22
sun,warmth,23
sun,eclipse,72
sun,rising,5
sun,midday,77
sun,parasol,100
sun,shining,15
sun,solar,95
sun,solar system,4
sunshine,radiant,75
sunshine,warmth,24
sunshine,glowing,15
sunshine,daytime,26
daytime,noon,21
daytime,sunlight,74
noon,midday,100
noon,lunchtime,95
sunlight,glow,9
sunlight,ray,56
sunlight,shady,55
daze,trance,70
daze,stunned,24
daze,disorientation,55
daze,disorient,5
daze,distracted,4
daze,haze,15
trance,hypnosis,100
trance,hypnotic,85
trance,hypnotism,100
trance,hypnotize,99
dazed,stunned,80
dazed,disoriented,44
dazed,intoxicate,20
stunned,surprised,16
dazzle,glitter,74
dazzle,sparkle,39
dazzle,glare,80
dazzle,sparkling,15
dazzle,sparkly,15
dazzle,shining,75
gone,departed,100
gone,left,99
gone,vanished,80
gone,deceased,24
gone,extinct,25
gone,disappear,15
gone,removed,15
gone,went,20
gone,were,4
lifeless,motionless,80
lifeless,inanimate,100
lifeless,deceased,4
lifeless,dummy,8
lifeless,stagnant,55
deadline,due,100
deadline,pressure,76
deadline,urgency,57
deadline,expire,4
due,owe,24
due,expected,5
due,pregnant,15
pressure,deflate,20
pressure,frontal,15
pressure,tension,96
pressure,stressed,26
pressure,pump,19
pressure,strain,96
pressure,stressful,81
deadly,lethal,100
deadly,perilous,5
deadly,fatal,100
deadly,machine gun,4
deadly,poisonous,4
lethal,fatal,100
lethal,poisonous,4
perilous,treacherous,8
perilous,fatal,63
perilous,fraught,99
perilous,unsafe,15
perilous,threatening,60
deaf,mute,96
deaf,silent,4
deaf,sign language,81
mute,silent,100
mute,speechless,100
mute,voiceless,24
mute,soundless,71
dealer,trader,80
dealer,vendor,36
dealer,merchant,61
demise,die,79
demise,downfall,55
demise,extinction,75
demise,mortality,4
die,expire,26
die,roll,15
die,mortality,5
die,deceased,55
die,extinct,55
die,drown,20
die,drowning,20
die,extinction,21
die,mortal,15
die,passing,20
die,perish,100
die,starve,5
debit,withdraw,4
debris,rubble,92
debris,waste,96
debris,wreckage,4
debris,litter,81
debris,ruin,30
debris,pile,16
rubble,ruin,2
waste,recycle,64
waste,unused,21
waste,refuse,4
waste,discard,35
waste,pollution,36
waste,squander,100
waste,defecate,4
waste,disposal,100
waste,dump,36
waste,dung,60
waste,excess,2
waste,feces,100
waste,useless,4
waste,litter,100
waste,landfill,95
waste,leftover,35
waste,misuse,20
waste,muck,4
waste,recycling,4
waste,sanitation,85
waste,scrap,96
waste,sewage,100
waste,sewer,25
waste,shit,15
waste,sludge,20
wreckage,ruin,8
obligation,responsibility,100
obligation,owe,16
obligation,liability,85
owe,obligate,4
owe,repay,20
owe,owed,4
debunk,disprove,100
debunk,expose,96
debunk,myth,20
disprove,deny,36
disprove,rebut,59
debut,first appearance,20
debut,introduction,60
debut,unveil,20
debut,new,5
decadent,indulgent,45
decadent,luxury,55
decadent,excessive,45
decadent,lavish,30
decadent,indulgence,55
decadent,pleasure,15
decadent,excess,55
indulgent,excessive,64
indulgent,lenient,19
indulgent,pamper,17
indulgent,pleasure,20
indulgent,self-indulgent,79
indulgent,permissive,61
indulgent,excess,21
indulgent,gratify,15
indulgent,sensual,17
indulgent,fattening,20
indulgent,glutton,15
indulgent,luxurious,4
indulgent,sensuous,24
indulgent,voluptuous,16
luxury,lavish,64
luxury,opulent,84
luxury,excess,15
luxury,extravagant,84
luxury,indulgence,16
luxury,exclusive,5
luxury,fancy,55
luxury,first class,80
luxury,premium,6
luxury,mansion,40
luxury,limo,59
luxury,limousine,96
luxury,rich,10
luxury,playboy,24
luxury,richness,24
luxury,suite,21
luxury,velvet,91
rot,deteriorate,92
rot,spoil,23
rot,decomposition,40
rot,fungi,4
rot,moldy,71
deceased,passed,61
deceased,killed,36
dishonesty,deception,25
dishonesty,duplicity,21
dishonesty,falsehood,5
dishonesty,untrustworthiness,21
dishonesty,untruthful,55
deceitful,fraudulent,43
deceitful,insincere,28
deceitful,untruthful,92
deceitful,devious,78
deceitful,treacherous,20
deceitful,manipulative,84
deceitful,shifty,5
deceitful,underhanded,44
deceitful,untrustworthy,80
fraudulent,deceptive,4
mislead,misinform,4
mislead,deception,56
december,santa,23
decency,morality,60
decency,politeness,24
decency,propriety,64
decency,integrity,25
morality,righteous,24
morality,integrity,15
morality,philosophy,5
morality,goodness,91
morality,godliness,80
morality,vice,4
morality,puritan,20
morality,righteousness,85
politeness,etiquette,45
politeness,thanks,2
politeness,greet,2
politeness,salutation,25
politeness,niceness,2
politeness,thank you,5
propriety,decorum,96
propriety,etiquette,100
propriety,appropriateness,4
decent,proper,85
decent,upright,15
proper,etiquette,55
proper,decorum,21
proper,formal,99
proper,upright,4
proper,just,56
proper,fitting,79
proper,legitimate,75
proper,prim,45
proper,prissy,71
proper,prude,21
proper,prudish,44
proper,well,63
deception,trickery,25
deception,manipulate,4
deception,misleading,4
deception,falsehood,100
deception,guile,20
deception,illusion,96
deception,fallacy,15
deception,fib,79
deception,flattery,4
deception,hoax,83
deception,untruth,77
deception,ma,15
deception,manipulation,56
deception,mirage,40
deception,phony,11
deception,ruse,100
deception,scandal,4
deception,sham,100
deception,tricky,55
deceptive,misleading,98
deceptive,untruthful,8
deceptive,manipulative,15
deceptive,scheming,20
deceptive,shifty,60
deceptive,sneaky,74
deceptive,tricky,4
misleading,untruthful,15
decimal,fraction,28
decimal,dot,8
decimal,ten,55
fraction,ratio,96
fraction,partial,21
fraction,partially,20
decimate,devastate,84
decimate,ruin,95
decipher,decode,28
decipher,solve,96
decipher,unravel,20
decipher,interpret,43
decipher,figure out,4
decode,encrypt,19
decode,interpret,17
decode,translate,100
decode,unravel,80
solve,resolve,40
solve,figure out,100
solve,riddle,20
solve,resolution,15
decision,dilemma,60
decision,determination,6
decision,responsibility,2
decision,will,59
decision,resolution,61
decision,verdict,80
decisive,firm,99
decisive,resolute,96
decisive,resolve,4
decisive,unwavering,4
decisive,emphatic,16
decisive,final,56
firm,rigid,5
firm,stable,55
firm,sturdy,24
firm,gelatin,4
firm,grounded,24
firm,strict,19
firm,resistant,5
firm,insist,4
firm,steadfast,8
resolute,emphatic,16
resolute,enduring,4
resolute,stubborn,24
resolute,purposeful,75
resolute,steadfast,94
resolute,tenacious,35
resolve,determination,100
resolve,perseverance,75
resolve,settle,24
resolve,overcome,59
resolve,willpower,76
resolve,intent,70
resolve,fortitude,21
resolve,mediate,25
resolve,reconcile,74
resolve,willing,4
deck,patio,95
deck,platform,4
deck,veranda,39
deck,shuffle,35
deck,terrace,75
patio,veranda,40
patio,terrace,100
declaration,proclamation,65
declaration,proclaim,20
decline,deteriorate,100
decline,downfall,16
decline,downward,19
decline,reduce,90
decline,reject,83
decline,wane,21
decline,recession,39
decline,lessen,35
decline,deterioration,4
decline,downgrade,55
decline,degrade,75
decline,refuse,100
decline,deny,76
decline,depletion,85
decline,descend,4
decline,descent,71
decline,downhill,95
decline,slope,20
decline,go down,25
decline,incline,4
decline,refusal,45
decline,resist,21
decline,senile,2
decline,worse,4
deteriorate,degrade,96
deteriorate,downhill,20
deteriorate,erode,19
deteriorate,fall apart,4
deteriorate,go bad,41
deteriorate,rotting,4
deteriorate,worse,4
downfall,ruin,100
downfall,fallen,5
downward,descent,40
downward,slide,56
reduce,decrease,100
reduce,lessen,100
reduce,minimize,99
reduce,diminish,99
reduce,decreasing,24
reduce,deduct,20
reduce,subtract,2
reduce,deflate,81
reduce,degrade,4
reduce,dilute,55
reduce,downgrade,100
reduce,drop,2
reduce,fewer,2
reduce,le,60
reduce,lower,71
reduce,minus,7
reduce,recycle,24
reduce,recycling,5
reduce,shorten,100
reduce,shrink,100
reduce,slow down,98
reject,deny,100
reject,discard,96
reject,refuse,100
reject,turndown,76
reject,denial,80
reject,denounce,70
reject,disagree,55
reject,objection,15
reject,disapprove,80
reject,disown,100
reject,renounce,81
reject,exclude,4
reject,exclusion,56
reject,let down,24
reject,negation,5
reject,refusal,10
reject,ostracize,30
reject,pariah,95
reject,put down,4
reject,repel,39
reject,repudiate,100
reject,repulse,16
reject,shun,100
reject,throw away,59
reject,throw out,60
reject,turn away,37
reject,undesirable,4
interpret,translate,100
interpret,sense,4
interpret,perceive,55
interpret,translation,65
translate,interpretation,15
decomposition,disintegration,5
decomposition,deterioration,55
decomposition,rotting,4
decor,furnishing,64
decor,interior,29
decor,style,96
decor,furnish,36
decor,oriental,2
decor,fish tank,20
decor,floral,15
decor,vase,25
decor,lampshade,95
decor,wallpaper,100
interior,indoor,18
interior,inner,70
interior,inside,75
interior,layout,20
interior,domestic,55
interior,indoors,72
beautify,embellish,24
embellish,enhance,92
embellish,exaggerate,99
decorative,ornate,94
decorative,embellished,4
decorative,fancy,20
decorative,style,20
decorative,marble,55
ornate,elaborate,100
ornate,fancy,78
ornate,extravagant,4
ornate,gaudy,91
ornate,frilly,4
ornate,luxurious,20
decorum,etiquette,100
decorum,protocol,56
etiquette,protocol,26
etiquette,formal,16
etiquette,mannerism,15
etiquette,mr,24
etiquette,tact,25
decrease,diminish,95
decrease,lessen,100
decrease,lower,16
decrease,drop,27
decrease,subtract,4
decrease,deflate,24
decrease,dropping,56
decrease,fewer,22
decrease,le,59
decrease,go down,20
decrease,minimize,10
decrease,minus,4
decrease,reduction,44
decrease,shorter,15
decrease,shrink,59
decrease,wane,91
diminish,lessen,100
diminish,shrink,43
diminish,weaken,43
diminish,decreasing,40
diminish,degrade,21
diminish,downgrade,55
diminish,fade,30
diminish,lesser,4
diminish,reduction,9
diminish,wane,95
decreasing,diminishing,56
decreasing,lessening,55
decreasing,waning,4
decreasing,lessen,40
decreasing,reduction,55
decreasing,shrinking,4
decreasing,lower,15
decreasing,fading,4
decrepit,dilapidated,100
decrepit,rundown,71
decrepit,worn,41
decrepit,worn-out,4
decrepit,shabby,4
decrepit,senile,70
dilapidated,derelict,79
dilapidated,shabby,100
dilapidated,slum,35
dilapidated,tattered,26
dilapidated,rundown,96
dilapidated,worn,25
devoted,loyal,100
devoted,faithful,71
devoted,ardent,5
devoted,zealot,95
devoted,fond,4
devoted,in love,4
devoted,obsessed,4
loyal,faithful,100
loyal,true,24
loyal,steadfast,96
loyal,unwavering,5
loyal,patriotic,55
loyal,patriot,6
dedication,perseverance,20
dedication,diligence,39
dedication,earnestness,40
deduce,infer,100
infer,imply,99
infer,surmise,4
infer,deduct,56
deduct,subtract,100
deduct,derive,24
deduct,take away,96
deduct,excise,60
subtract,minus,100
subtract,takeaway,4
subtract,take away,95
deem,regard,44
deep,profound,100
deep,vast,96
deep,great,4
deep,depth,100
deep,plunge,20
deep,underwater,21
deep,heartfelt,35
deep,subconscious,4
profound,meaningful,41
profound,insightful,75
profound,significant,15
profound,deeply,21
profound,depth,70
deeply,intensely,78
deeply,profoundly,20
deeply,sincerely,5
deeply,greatly,74
deeply,sincere,21
deeply,earnestly,5
deeply,extremely,55
sincerely,earnest,6
sincerely,earnestly,39
sincerely,heartfelt,77
sincerely,genuinely,15
sincerely,wholeheartedly,15
sincerely,faithfully,4
sincerely,honestly,4
defame,slander,100
defame,libel,84
defame,discredit,20
defame,disparage,76
slander,defamation,55
slander,libel,100
slander,falsehood,55
slander,malign,2
slander,rumor,39
default,fail,15
default,forfeit,56
default,preset,55
default,reset,59
fail,lose,99
fail,loss,4
fail,miss,91
fail,falter,55
fail,flunk,100
fail,err,15
fail,unsuccessful,25
fail,disappoint,60
fail,flop,99
fail,let down,81
fail,wipe out,4
lose,misplace,100
lose,forfeit,100
lose,forget,4
lose,drop,25
lose,dropping,15
lose,miss,53
lose,failing,20
lose,sacrifice,59
lose,slip,15
lose,squander,20
defecate,excrete,100
defecate,eliminate,85
defecate,evacuate,77
defecate,discharge,4
defecate,feces,5
excrete,urinate,4
defect,malfunction,92
defect,turncoat,4
defend,safeguard,56
defend,guard,40
defend,uphold,100
defend,fortify,4
defend,justify,75
defend,rationalize,81
safeguard,guard,100
safeguard,defender,5
safeguard,prevention,19
safeguard,reserve,4
defender,guard,15
defender,protector,100
defender,guardian,56
defender,patriot,24
guard,watch,39
guard,patrol,41
guard,sentry,100
guard,defense,60
guard,keeper,96
guard,lookout,84
guard,ward,4
guard,watcher,26
protector,guardian,100
protector,savior,20
protector,keeper,80
protector,provider,4
defense,justification,35
defense,fort,79
defense,immunity,99
defense,mace,35
defense,moat,64
defense,offense,19
defensive,protective,100
defensive,guarded,25
defensive,guarding,55
defensive,shielding,55
protective,shielding,80
protective,guarding,25
protective,sheltering,15
protective,precautionary,55
protective,defending,4
protective,overall,15
protective,exoskeleton,4
protective,motherly,55
defer,delay,100
defer,putoff,83
defer,procrastinate,44
deficit,shortage,98
deficit,loss,5
deficit,imbalance,21
deficit,scarcity,55
shortage,supply,5
shortage,need,16
shortage,scarcity,100
shortage,depletion,95
shortage,deprivation,5
shortage,drought,55
shortage,famine,19
define,specify,80
define,describe,40
define,identify,20
define,eyeliner,24
definitely,surely,100
definitely,for sure,100
definitely,of course,83
definitely,positively,57
surely,for sure,55
surely,of course,40
definition,explanation,44
definition,interpretation,20
definition,synonym,20
explanation,clarification,95
explanation,elucidation,5
explanation,describe,4
explanation,justification,95
deflate,lessen,20
deflate,shrink,56
defrost,freeze,4
defrost,thaw,95
defrost,unfreeze,91
defrost,melt,71
defrost,warm-up,20
freeze,solidify,20
freeze,shiver,55
freeze,thaw,55
freeze,icy,25
freeze,halt,55
thaw,melt,99
thaw,snow,2
degrade,impair,4
degrade,downgrade,15
degrade,humiliate,100
degrade,spoil,4
level,flat,85
level,horizontal,20
level,equal,24
level,tier,20
level,raised,4
level,first floor,4
level,grade,95
level,plumb,81
unit,module,15
unit,ten,15
unit,g,24
unit,meter,5
unit,inch,79
unit,kilo,95
unit,kilogram,43
unit,legion,5
unit,m,55
unit,measuring,4
unit,metric,40
unit,mile,22
unit,ohm,96
unit,ounce,60
unit,pod,4
unit,platoon,5
unit,quart,84
unit,troop,6
unit,volt,5
unit,voltage,15
unit,watt,24
deity,goddess,21
deity,pagan,4
deity,lord,64
deity,thou,5
dejected,depressed,95
dejected,downcast,60
dejected,disappointed,59
dejected,unhappy,80
dejected,hopeless,26
depressed,moody,75
depressed,unhappy,29
depressed,melancholy,71
depressed,despondent,24
depressed,morose,40
depressed,somber,19
depressed,downer,96
depressed,downtrodden,4
depressed,glum,99
depressed,miserable,100
depressed,sullen,78
downcast,depressive,4
delay,wait,100
delay,procrastinate,100
